0,1.0
0,1.0
0,2.0
0,3.0
0,4.0
0,5.0
0,6.0
0,7.0
0,8.0
0,9.0
0,10.0
0,11.0
0,12.0
0,13.0
0,14.0
0,15.0
0,16.0
0,17.0
0,18.0
0,19.0
0,20.0
0,21.0
0,22.0
0,23.0
0,24.0
0,25.0
0,26.0
0,27.0
0,28.0
0,29.0
0,30.0
0,31.0
0,32.0
0,33.0
0,34.0
1386.12791878,35.0
119.987817259,36.0
540.840609137,37.0
1352.10152284,38.0
2113.21827411,39.0
2671.96751269,40.0
5.37258883249,41.0
5.37258883249,42.0
3.58172588832,43.0
0.0,44.0
0.0,45.0
1.79086294416,46.0
10.745177665,47.0
44.7715736041,48.0
87.752284264,49.0
121.778680203,50.0
0.0,51.0
0.0,52.0
0.0,53.0
1.79086294416,54.0
3.58172588832,55.0
0.0,56.0
0.0,57.0
0.0,58.0
3.58172588832,59.0
16.1177664975,60.0
3.58172588832,61.0
8.95431472081,62.0
7.16345177665,63.0
10.745177665,64.0
16.1177664975,65.0
0.0,66.0
5.37258883249,67.0
12.5360406091,68.0
19.6994923858,69.0
32.2355329949,70.0
0.0,71.0
0.0,72.0
0.0,73.0
0.0,74.0
0.0,75.0
0.0,76.0
1.79086294416,77.0
14.3269035533,78.0
60.8893401015,79.0
125.360406091,80.0
7.16345177665,81.0
23.2812182741,82.0
50.1441624365,83.0
80.5888324873,84.0
107.45177665,85.0
0.0,86.0
0.0,87.0
1.79086294416,88.0
1.79086294416,89.0
1.79086294416,90.0
0.0,91.0
1.79086294416,92.0
1.79086294416,93.0
7.16345177665,94.0
130.732994924,95.0
98.4974619289,96.0
324.146192893,97.0
519.350253807,98.0
684.10964467,99.0
684.10964467,100.0
684.10964467,101.0
684.10964467,102.0
574.867005076,103.0
435.179695431,104.0
254.302538071,105.0
39.3989847716,106.0
207.740101523,107.0
501.441624365,108.0
929.45786802,109.0
1355.68324873,110.0
19.6994923858,111.0
51.9350253807,112.0
77.007106599,113.0
87.752284264,114.0
78.7979695431,115.0
0.0,116.0
0.0,117.0
0.0,118.0
1.79086294416,119.0
1.79086294416,120.0
1.79086294416,121.0
25.0720812183,122.0
119.987817259,123.0
277.583756345,124.0
481.74213198,125.0
21.4903553299,126.0
68.0527918782,127.0
114.615228426,128.0
179.086294416,129.0
204.158375635,130.0
0.0,131.0
0.0,132.0
0.0,133.0
0.0,134.0
0.0,135.0
0.0,136.0
0.0,137.0
0.0,138.0
0.0,139.0
0.0,140.0
1.79086294416,141.0
84.1705583756,142.0
408.316751269,143.0
997.510659898,144.0
1430.89949239,145.0
1.79086294416,146.0
5.37258883249,147.0
8.95431472081,148.0
8.95431472081,149.0
8.95431472081,150.0
0.0,151.0
0.0,152.0
0.0,153.0
0.0,154.0
0.0,155.0
0.0,156.0
0.0,157.0
0.0,158.0
0.0,159.0
0.0,160.0
1.79086294416,161.0
21.4903553299,162.0
94.9157360406,163.0
234.603045685,164.0
392.198984772,165.0
12.5360406091,166.0
